"","DMSO1","DMSO2","DMSO3","AMLE1","AMLE2","AMLE3"
"Speer3",0,0,0,0,0,0
"Speer4a",0,0,0,0,0,0
"Speer4b",0,0,0,0,0,0
"Speer4c",0,0,0,0,0,0
"Speer4cos",0,0,0,0,0,0
"Speer4d",0,0,0,0,0,0
"Speer4e",0,0,0,0,0,0
"Speer4f1",0,0,0,0,0,0
"Speer5-ps1",0,0,0,0,0,0
"Speer6-ps1",0,0,0,0,0,0
"Speer8-ps1",0,0,0,0,0,0
"Speer9-ps1",0,0,0,0,0,0
"Spef1",65,54,75,45,63,42
"Spef2",60,55,48,91,77,50
"Speg",217,212,258,186,225,265
"Spem1",2,0,0,2,0,0
"Spen",5056,4347,4044,5023,6461,4823
"Spert",0,0,0,0,0,0
"Spesp1",0,0,0,0,0,0
"Spg11",2326,2150,2126,2504,3371,2539
"Spg20",501,392,461,431,596,429
"Spg21",2685,2385,2626,2403,2870,2506
"Spg7",1887,1692,1788,1551,2016,1579
"Sphk1",263,255,196,299,356,261
"Sphk2",2968,2696,2722,2608,3162,2938
"Sphkap",0,0,0,0,0,0
"Spi1",13766,12775,12687,10151,12305,10464
"Spib",822,748,606,601,716,852
"Spic",9,13,13,17,40,39
"Spice1",265,227,244,207,319,235
"Spidr",1184,1008,1040,772,964,877
"Spin1",1641,1463,1466,1195,1581,1263
"Spin2-ps1",0,0,0,0,0,0
"Spin2c",1,2,1,1,3,1
"Spin2d",0,0,0,0,0,0
"Spin4",18,13,13,21,31,18
"Spink1",0,0,0,0,0,0
"Spink10",1,0,0,0,0,1
"Spink11",0,0,0,0,0,0
"Spink12",0,0,0,0,0,0
"Spink13",0,0,0,0,0,0
"Spink14",0,0,0,0,0,0
"Spink2",45,49,73,12,15,37
"Spink4",0,1,0,1,1,0
"Spink5",0,0,0,0,0,0
"Spink6",0,0,0,0,0,0
"Spink7",0,0,0,0,0,0
"Spink8",0,2,0,0,0,0
"Spinkl",0,0,0,0,0,0
"Spint1",9903,9276,10444,5972,6905,8509
"Spint2",1229,1220,1244,1610,2358,1685
"Spint3",0,0,0,0,0,0
"Spint4",0,0,1,3,1,0
"Spint5",0,0,0,1,1,0
"Spire1",990,1049,997,1290,1938,1352
"Spire2",14,17,5,13,23,9
"Spn",6050,5256,5463,2757,3644,2808
"Spn-ps",0,0,0,0,0,0
"Spns1",1850,1667,1813,1345,1683,1358
"Spns2",191,208,142,209,274,132
"Spns3",597,566,525,553,836,543
"Spo11",58,61,59,81,110,59
"Spock1",0,2,0,0,1,0
"Spock2",4,1,2,10,28,9
"Spock3",0,0,0,0,0,0
"Spon1",27,22,22,26,43,32
"Spon2",4,1,4,3,4,2
"Spop",4697,4307,4266,4427,5972,4768
"Spopl",313,296,309,247,358,295
"Spp1",9898,8685,9579,9626,9709,12512
"Spp2",0,0,0,1,0,0
"Sppl2a",4615,4188,4779,4224,5374,4992
"Sppl2b",907,877,838,746,860,739
"Sppl2c",0,0,0,0,0,0
"Sppl3",1522,1323,1342,1435,1935,1384
"Spr",1183,1202,1263,1360,1863,1377
"Spred1",2216,2209,2071,2171,3021,2437
"Spred2",945,831,690,913,1158,821
"Spred3",259,256,315,308,398,323
"Sprn",0,0,1,0,0,0
"Sprr1a",0,0,0,1,0,0
"Sprr1b",0,0,0,0,0,0
"Sprr2a1",0,0,0,0,0,0
"Sprr2a2",0,0,0,0,0,0
"Sprr2a3",0,0,0,0,0,0
"Sprr2b",0,0,0,0,0,0
"Sprr2d",0,0,0,0,0,0
"Sprr2e",0,0,0,0,0,0
"Sprr2f",0,0,0,0,0,0
"Sprr2g",0,0,0,0,0,0
"Sprr2h",0,0,0,0,0,0
"Sprr2i",0,0,0,0,0,0
"Sprr2j-ps",0,0,0,0,0,0
"Sprr2k",0,0,0,0,0,0
"Sprr3",0,0,0,0,0,0
"Sprr4",0,0,0,0,0,0
"Sprtn",777,619,616,588,768,613
"Spry1",99,96,83,56,112,76
"Spry2",75,64,52,55,57,50
"Spry3",0,0,0,0,0,0
"Spry4",4,22,8,19,13,6
"Spryd3",1790,1789,1708,1569,2171,1656
"Spryd4",372,327,368,278,364,252
"Spryd7",361,305,344,273,300,275
"Spsb1",578,533,561,1612,2847,1215
"Spsb2",608,585,630,464,551,530
"Spsb3",1268,1197,1206,1094,1354,1074
"Spsb4",47,53,61,62,59,100
"Spt1",0,1,0,1,0,0
"Spta1",3,4,4,3,8,1
"Sptan1",12487,11545,11987,13210,18211,13321
"Sptb",105,101,88,125,185,110
"Sptbn1",5201,4597,4771,4158,6183,3924
"Sptbn2",65,48,60,57,78,40
"Sptbn4",21,17,15,19,26,11
"Sptlc1",1659,1462,1469,1126,1458,1220
"Sptlc2",3752,3235,3450,2741,3252,2950
"Sptlc3",0,0,0,0,0,0
"Sptssa",1486,1387,1479,859,1055,951
"Sptssb",0,0,0,0,0,0
"Spty2d1",1212,1051,1109,1060,1424,1171
"Spx",11,10,16,11,10,10
"Spz1",0,0,0,0,0,0
"Sqle",2988,2635,3565,2869,3324,3728
"Sqrdl",2987,2655,2836,2356,2769,2297
"Sqstm1",10677,9919,10327,13369,18044,14879
"Sra1",1161,1089,1033,1099,1386,1063
"Srbd1",675,581,635,405,495,408
"Src",972,1068,868,1941,2658,1902
"Srcap",5529,5098,4651,4745,6865,4766
"Srcin1",1,1,1,2,2,2
"Srd5a1",83,93,114,34,53,53
"Srd5a2",0,0,0,0,0,0
"Srd5a3",1288,1154,1269,877,1005,1031
"Srebf1",4604,4182,4663,3587,4503,4000
"Srebf2",11405,10230,11279,11655,14291,12429
"Srek1",1603,1305,1395,1046,1369,998
"Srek1ip1",490,439,429,354,438,380
"Srf",2325,2091,2006,1722,2194,1700
"Srfbp1",487,436,372,390,435,331
"Srgap1",32,15,21,53,82,36
"Srgap2",3648,3241,3418,3013,3912,3293
"Srgap3",179,206,177,263,344,201
"Srgn",7798,7689,6617,11629,17559,8555
"Sri",6505,6216,6459,6985,9604,7045
"Srl",97,73,70,64,121,48
"Srm",2803,2364,1979,1151,1352,785
"Srms",180,180,190,311,458,452
"Srp14",2636,2495,2449,2441,3253,2453
"Srp19",1455,1223,1200,943,1296,891
"Srp54a",117,126,151,105,145,121
"Srp54b",0,0,0,0,2,0
"Srp54c",0,0,0,0,0,0
"Srp68",2906,2483,2522,1985,2561,1848
"Srp72",4591,3881,3941,3183,4079,3203
"Srp9",2630,2364,2512,1914,2246,1840
"Srpk1",2452,2215,2196,1706,2391,1708
"Srpk2",2309,1942,1792,1550,2106,1628
"Srpk3",30,23,33,5,17,13
"Srpr",3756,3287,3373,2815,3591,2825
"Srprb",1464,1230,1370,831,989,886
"Srpx",0,0,0,0,1,0
"Srpx2",0,0,0,0,0,0
"Srr",185,164,165,148,216,170
"Srrd",218,214,188,220,305,226
"Srrm1",7249,6213,6243,5136,7090,5330
"Srrm2",26735,24023,23313,22443,32898,22813
"Srrm3",0,0,0,2,1,2
"Srrm4",0,0,0,0,0,0
"Srrm4os",0,0,0,0,0,0
"Srrt",6703,6048,6069,3857,5033,3916
"Srsf1",9657,8285,8196,5409,7333,5257
"Srsf10",3976,3352,3523,3243,4650,2931
"Srsf11",4502,4023,3949,3233,4461,3308
"Srsf12",3,0,1,1,3,0
"Srsf2",9297,8334,8598,4926,6200,4870
"Srsf3",7227,6468,6846,4383,6132,4191
"Srsf4",652,513,577,357,491,388
"Srsf5",11486,10428,10532,8706,12366,9301
"Srsf6",6761,5946,6038,4186,5358,3734
"Srsf7",4941,4335,4306,3395,5027,3147
"Srsf9",2258,2139,2278,1690,2147,1688
"Srxn1",2934,2994,3112,3211,3616,3646
"Sry",0,0,0,0,0,0
"Ss18",2877,2678,2896,2173,2976,2513
"Ss18l1",611,612,550,690,1016,836
"Ssb",4891,4310,4605,2945,3908,2962
"Ssbp1",1272,1073,1054,797,996,770
"Ssbp2",336,256,264,220,359,194
"Ssbp3",1161,974,896,917,1300,774
"Ssbp4",2785,2625,2589,1761,1916,1794
"Ssc4d",157,132,151,137,155,128
"Ssc5d",16,16,3,21,40,20
"Ssfa2",3361,3090,3260,3226,4482,4196
"Ssh1",1054,973,1047,1647,2498,1817
"Ssh2",3195,2631,2696,1653,2212,2037
"Ssh3",1936,1763,2045,1813,2306,2082
"Ssmem1",0,0,1,1,0,1
"Ssna1",1577,1435,1453,1047,1358,1095
"Sspn",4,1,1,1,3,4
"Sspo",243,287,221,114,193,154
"Ssr1",6681,5457,5875,3662,4608,3695
"Ssr2",3426,2925,3128,2108,2365,1926
"Ssr3",7648,6355,7242,5204,6492,5342
"Ssr4",2887,2516,2646,1851,2253,1668
"Ssrp1",7714,6884,6866,3868,5509,3969
"Sssca1",494,431,348,291,312,224
"Sst",0,0,0,0,0,0
"Sstr1",1,0,0,0,1,0
"Sstr2",1,0,0,0,0,0
"Sstr3",0,0,0,0,0,0
"Sstr4",0,1,3,1,1,0
"Sstr5",1,0,2,2,2,2
"Ssty1",0,0,0,0,0,0
"Ssty2",0,0,0,0,0,0
"Ssu2",0,0,0,0,0,0
"Ssu72",3163,2900,2928,2959,3772,2946
"Ssx2ip",526,456,484,260,392,366
"Ssx9",0,0,0,0,0,0
"Ssxb1",0,0,0,0,0,0
"Ssxb10",0,0,0,0,0,0
"Ssxb2",0,0,0,0,0,0
"Ssxb3",0,0,0,0,0,0
"Ssxb5",0,0,0,1,0,0
"Ssxb6",0,0,0,0,0,0
"Ssxb8",0,0,0,0,0,0
"Ssxb9",0,0,0,0,0,0
"St13",5034,4366,4473,3742,5173,3458
"St14",1036,1009,957,1254,1567,1399
"St18",24,27,37,11,15,35
"St3gal1",4877,4694,5011,4673,6499,5520
"St3gal2",1468,1321,1136,1198,1526,988
"St3gal3",1180,1336,1378,1871,2728,2087
"St3gal4",3051,2641,2227,2605,3465,1982
"St3gal5",865,876,807,319,386,407
"St3gal6",85,77,70,50,67,72
"St5",80,95,57,257,500,154
"St6gal1",1222,1157,1414,1249,2147,1125
"St6gal2",0,0,0,0,0,0
"St6galnac1",0,0,0,0,0,0
"St6galnac2",9,6,4,11,12,17
"St6galnac3",29,27,15,50,57,22
"St6galnac4",1326,1250,1169,1052,1447,1005
"St6galnac5",2,4,2,8,17,10
"St6galnac6",1586,1530,1629,1334,1773,1637
"St7",1280,1122,1302,773,1069,831
"St7l",527,483,447,464,587,458
"St8sia1",169,148,136,488,966,162
"St8sia2",0,3,0,5,2,3
"St8sia3",0,0,0,0,0,0
"St8sia3os",0,0,0,0,0,0
"St8sia4",3406,3076,2829,3622,5467,4114
"St8sia5",0,0,0,0,0,0
"St8sia6",21,31,22,16,41,13
"Stab1",2051,2002,1526,1672,1619,2288
"Stab2",3,5,1,2,7,2
"Stac",2,1,3,2,1,2
"Stac2",773,881,1061,600,640,1054
"Stac3",57,44,46,55,84,55
"Stag1",2367,2146,2165,1644,2195,1751
"Stag2",5340,4579,4637,3814,5203,3880
"Stag3",52,101,52,46,99,54
"Stam",740,665,723,662,845,685
"Stam2",1286,1175,1209,1094,1483,1162
"Stambp",785,669,762,641,929,710
"Stambpl1",748,702,666,497,657,536
"Stamos",16,10,8,17,17,19
"Stap1",629,577,569,436,553,427
"Stap2",1212,1256,1282,1623,2316,1803
"Star",86,105,75,94,125,75
"Stard10",406,449,365,441,683,542
"Stard13",5,3,3,0,8,3
"Stard3",1826,1532,1574,1262,1421,1344
"Stard3nl",918,882,1113,756,1013,926
"Stard4",1989,1679,1972,1688,2245,1895
"Stard5",772,741,856,438,528,593
"Stard6",31,27,32,32,32,26
"Stard7",3216,2894,2959,2326,3507,2294
"Stard8",606,532,636,384,464,503
"Stat1",5042,4585,4674,6158,8701,5812
"Stat2",3311,3202,3787,4702,6239,4318
"Stat3",7287,6837,6829,9318,12994,10030
"Stat4",2228,2237,2313,5057,7548,4961
"Stat5a",2565,2495,2833,5053,7487,4156
"Stat5b",3531,3038,3057,4231,5917,3870
"Stat6",10218,9398,9685,9246,11865,10354
"Stau1",1725,1568,1765,1441,1961,1561
"Stau2",70,55,41,82,145,78
"Stbd1",200,230,230,328,547,304
"Stc1",0,0,0,0,0,0
"Stc2",22,22,18,20,43,24
"Steap1",0,0,0,0,0,0
"Steap2",0,0,0,0,0,0
"Steap3",387,381,456,168,176,181
"Steap4",41,48,31,75,98,68
"Stfa1",1367,1144,863,424,471,219
"Stfa2",5635,4669,3198,4275,4949,2229
"Stfa2l1",4620,3590,2316,3368,3462,1893
"Stfa3",2749,2167,1771,1480,1461,1148
"Stil",771,603,806,184,255,290
"Stim1",1701,1416,1488,1166,1435,1193
"Stim2",1342,1204,1251,929,1261,964
"Stip1",5453,5045,4643,3937,5490,3353
"Stk-ps2",0,1,0,0,0,0
"Stk10",6158,5369,4852,3664,4246,3690
"Stk11",5419,5048,4888,4759,6152,4569
"Stk11ip",1840,1741,1886,1518,2059,1871
"Stk16",1898,1675,1656,1220,1490,1055
"Stk17b",3940,3401,3751,2512,3521,2723
"Stk19",1019,984,984,1020,1408,1073
"Stk24",6668,5838,5745,5843,7702,6011
"Stk25",1921,1747,1952,1729,2284,1874
"Stk26",786,633,531,270,376,281
"Stk3",556,503,511,485,654,455
"Stk31",0,0,0,0,0,0
"Stk32a",0,0,0,0,0,0
"Stk32b",0,0,0,0,0,0
"Stk32c",73,62,115,48,61,76
"Stk33",0,0,0,0,0,0
"Stk35",1115,1043,1006,854,1020,908
"Stk36",23,38,25,29,37,42
"Stk38",4919,4271,4545,3591,4565,4112
"Stk38l",623,617,736,714,1131,802
"Stk39",446,456,546,508,729,492
"Stk4",11265,10332,10030,11604,16616,11790
"Stk40",2969,2699,2878,2230,2750,2595
"Stkld1",108,79,106,121,162,104
"Stmn1",2921,2364,3089,681,850,933
"Stmn1-rs1",1,0,1,0,0,1
"Stmn2",0,0,0,1,0,0
"Stmn3",1,0,1,0,2,3
"Stmn4",0,1,0,1,3,0
"Stmnd1",0,0,0,0,0,0
"Stom",3086,2560,2908,1914,2223,2403
"Stoml1",807,753,712,868,1280,947
"Stoml2",1852,1716,1729,1085,1458,1149
"Stoml3",0,0,1,0,0,0
"Ston1",40,44,44,79,115,79
"Ston2",354,303,218,541,773,419
"Stox1",2,4,4,3,4,6
"Stox2",28,27,18,47,62,30
"Stpg1",1,0,2,2,2,1
"Stpg2",0,0,0,0,0,0
"Stra13",1210,1091,1101,720,909,848
"Stra6",1,1,1,35,56,22
"Stra6l",11,13,27,23,26,29
"Stra8",0,0,0,0,0,0
"Strada",959,895,833,799,1164,807
"Stradb",489,424,455,363,507,421
"Strap",3704,3200,3180,2343,2981,2167
"Strbp",679,660,605,551,943,615
"Strc",1,0,0,1,1,0
"Strip1",2579,2368,2302,2126,2625,2102
"Strip2",1883,2008,2096,2767,4598,3412
"Strn",1650,1411,1453,1253,1679,1318
"Strn3",1484,1287,1327,1089,1470,1214
"Strn4",3292,2928,2981,2630,3566,2605
"Stt3a",6596,5377,5804,4122,5089,4079
"Stt3b",4600,3765,3978,2807,3482,2839
"Stub1",894,916,916,707,885,737
"Stx11",1819,1538,1345,2212,3048,2303
"Stx12",2159,1969,2243,1741,2276,2009
"Stx16",3230,2988,2972,2914,4094,2872
"Stx17",960,877,879,820,1162,920
"Stx18",904,797,920,757,843,725
"Stx19",3,0,5,1,1,1
"Stx1a",19,9,10,27,44,11
"Stx1b",17,16,14,30,46,21
"Stx2",1607,1513,1752,1133,1419,1447
"Stx3",1910,1730,2092,1157,1515,1344
"Stx4a",2806,2723,2927,2728,3366,3165
"Stx5a",2029,1878,1874,1876,2476,1879
"Stx6",2167,2073,2278,2216,3181,2278
"Stx7",7461,6868,5837,6643,8165,5781
"Stx8",948,889,863,961,1280,1011
"Stxbp1",544,479,540,885,1299,976
"Stxbp2",10108,9087,9249,7827,9503,8301
"Stxbp3",2509,2450,2374,2755,4018,2936
"Stxbp3-ps",1,5,3,6,5,6
"Stxbp4",81,70,82,78,121,78
"Stxbp5",2120,1813,1819,1739,2417,1678
"Stxbp5l",0,0,0,0,0,0
"Stxbp6",351,358,379,375,693,389
"Styk1",8,2,7,0,5,3
"Styx",288,267,298,269,385,348
"Styxl1",0,5,0,5,7,4
"Sub1",3376,3199,3357,3786,5278,3476
"Sucla2",1717,1636,1796,1210,1463,1219
"Suclg1",2622,2314,2411,1639,2117,1541
"Suclg2",763,618,573,338,447,273
"Sucnr1",4,6,4,20,50,12
"Suco",1300,1232,1171,1440,2144,1443
"Suds3",2765,2503,2587,2252,3165,2418
"Sufu",826,718,715,707,1007,669
"Sugct",3,5,0,5,4,4
"Sugp1",1492,1368,1321,1330,1771,1296
"Sugp2",1448,1313,1272,1136,1554,1083
"Sugt1",2056,1873,2142,2012,2639,1998
"Sulf1",0,2,0,1,5,1
"Sulf2",2278,2244,3100,1802,2678,2025
"Sult1a1",15,22,28,31,43,25
"Sult1b1",0,0,0,0,0,0
"Sult1c1",0,0,0,0,0,0
"Sult1c2",0,0,0,1,0,0
"Sult1d1",0,0,0,0,0,0
"Sult1e1",0,0,0,0,0,0
"Sult2a1",0,0,0,0,0,0
"Sult2a2",0,0,0,0,0,0
"Sult2a3",0,0,0,0,0,0
"Sult2a4",0,0,0,0,0,0
"Sult2a5",0,0,0,0,0,0
"Sult2a6",0,0,0,0,0,0
"Sult2a7",0,0,0,0,0,0
"Sult2a8",0,0,0,0,0,0
"Sult2b1",26,27,22,33,32,15
"Sult3a1",0,0,0,0,0,0
"Sult4a1",0,1,1,0,4,2
"Sult5a1",0,0,0,1,0,0
"Sult6b1",58,36,45,31,66,46
"Sumf1",2000,1768,1944,1592,2040,1881
"Sumf2",554,468,510,340,421,375
"Sumo1",2555,2220,2427,1837,2497,1902
"Sumo2",1997,1766,1770,1520,2217,1538
"Sumo3",3395,3003,3080,2308,3037,2250
"Sun1",1847,1594,1761,1321,1670,1490
"Sun2",9760,8547,8638,5169,6578,5471
"Sun3",1,1,0,0,0,0
"Sun5",0,0,0,0,0,0
"Suox",867,886,825,1198,2106,1245
"Supt16",3794,3340,3478,2353,3098,2424
"Supt20",1922,1786,1546,1806,2669,1807
"Supt3",256,228,303,179,238,203
"Supt4a",1933,1899,1858,1874,2695,2102
"Supt5",7035,6453,6430,6098,8402,6088
"Supt6",7790,7289,6969,7497,10487,7083
"Supt7l",649,634,647,591,847,610
"Supv3l1",731,638,664,491,656,455
"Surf1",1000,906,970,821,960,825
"Surf2",530,537,510,501,585,389
"Surf4",12417,10376,10946,8110,9954,8312
"Surf6",1342,1208,1178,954,1210,890
"Susd1",1293,1125,944,708,1048,573
"Susd2",13,16,20,23,33,22
"Susd3",1594,1475,1374,1139,1201,1235
"Susd4",146,110,224,21,34,56
"Susd5",2,1,0,0,0,0
"Susd6",5409,4768,4388,5085,6106,5222
"Suv39h1",1818,1546,1727,1093,1677,930
"Suv39h2",307,295,287,297,407,260
"Suv420h1",2154,1925,1789,2020,2724,2000
"Suv420h2",2860,2808,3009,2148,2795,2425
"Suz12",3121,2574,2780,2306,3456,2198
"Sv2a",11,11,12,9,22,11
"Sv2b",8,9,8,2,6,0
"Sv2c",0,2,0,3,4,0
"Sva",0,0,0,0,0,0
"Sval1",0,0,0,0,0,0
"Sval2",0,0,0,0,0,0
"Sval3",0,0,0,0,0,0
"Svep1",2,5,3,1,4,1
"Svil",7607,6736,7163,4081,4714,5116
"Svip",928,770,740,339,444,397
"Svop",3,0,0,4,1,3
"Svopl",0,0,0,1,0,0
"Svs1",0,0,0,0,0,0
"Svs2",0,1,0,0,2,3
"Svs3a",0,0,0,0,0,0
"Svs3b",0,0,0,0,0,0
"Svs4",0,0,0,0,0,0
"Svs5",0,0,0,0,0,0
"Svs6",0,0,0,0,0,0
"Swap70",3821,3524,3888,4702,7093,5112
"Swi5",3615,3384,3607,2985,3914,2797
"Swsap1",144,101,161,103,138,108
"Swt1",485,434,430,400,601,421
"Syap1",1586,1392,1487,1429,1763,1525
"Sybu",0,0,0,0,3,1
"Syce1",0,2,0,0,13,1
"Syce1l",5,2,2,2,1,1
"Syce2",451,436,420,173,236,150
"Syce3",0,0,0,0,0,0
"Sycn",0,0,0,0,0,0
"Sycp1",0,0,0,0,0,0
"Sycp1-ps1",0,0,0,0,0,0
"Sycp2",143,103,77,62,101,57
"Sycp3",9,16,11,10,25,6
"Syde1",3,3,0,12,13,9
"Syde2",94,83,119,82,93,61
"Syf2",2448,2270,2209,2089,2753,2156
"Syk",19533,17391,16169,18173,23627,20149
"Sympk",6164,5635,5253,5378,7038,5248
"Syn1",281,325,333,210,364,186
"Syn2",7,7,5,6,6,7
"Syn3",599,603,481,1095,1734,1244
"Syna",14,13,19,21,29,33
"Synb",0,0,0,0,0,0
"Sync",6,1,6,4,10,3
"Syncrip",6187,5505,5648,3540,4781,3529
"Syndig1",0,0,0,0,0,0
"Syndig1l",0,0,0,0,0,0
"Syne1",7443,6573,5414,5586,8434,5110
"Syne2",2747,2418,2123,1876,3006,1958
"Syne3",1274,1085,941,724,854,659
"Syne4",50,38,16,31,47,51
"Syngap1",45,49,51,89,146,80
"Syngr1",89,105,116,93,125,85
"Syngr2",14793,14915,17565,17883,26560,17787
"Syngr3",1,5,3,2,2,7
"Syngr4",7,7,8,1,6,5
"Synj1",3942,3560,3933,3670,5171,4314
"Synj2",1363,1359,1613,1107,1397,1421
"Synj2bp",862,744,735,648,905,700
"Synj2bp-cox16",0,0,0,0,0,0
"Synm",8,7,2,15,12,8
"Synpo",1523,1418,1732,832,1001,1520
"Synpo2",39,29,33,194,279,243
"Synpo2l",6,2,6,2,13,7
"Synpr",0,0,0,0,0,0
"Synrg",2062,1747,1809,1587,2206,1641
"Syp",47,39,31,40,57,21
"Sypl",2252,1956,1968,1200,1606,1430
"Sypl2",0,0,0,0,0,0
"Sys1",1236,1164,1082,1194,1442,1071
"Syt1",3,8,1,17,22,5
"Syt10",0,0,0,0,0,0
"Syt11",235,226,251,309,449,322
"Syt12",14,4,5,18,27,11
"Syt13",38,30,14,157,257,76
"Syt14",0,0,0,0,1,0
"Syt15",1,4,0,1,0,2
"Syt16",0,0,0,0,0,0
"Syt17",2,0,0,0,0,0
"Syt2",3,1,0,1,4,1
"Syt3",2,2,0,2,5,0
"Syt4",0,0,0,0,0,0
"Syt5",1,1,1,1,3,4
"Syt6",55,74,15,25,38,8
"Syt7",202,310,184,513,929,325
"Syt8",15,16,9,21,29,16
"Syt9",19,16,27,16,19,10
"Sytl1",390,368,279,448,599,332
"Sytl2",4,6,2,13,23,11
"Sytl3",21,21,10,27,46,12
"Sytl4",24,21,12,58,92,21
"Sytl5",1,0,0,0,1,0
"Syvn1",2481,2225,2296,1645,2116,1646
"Szrd1",4495,4007,3920,3141,4077,3208
"Szt2",2752,2467,2249,2511,3453,2396
"T",0,0,1,0,0,1
"T2",2,1,4,2,1,2
"Taar1",0,0,0,0,0,0
"Taar2",0,0,0,0,0,0
"Taar3",0,0,0,0,0,0
"Taar4",0,0,0,0,0,0
"Taar5",0,0,0,0,0,0
"Taar6",0,0,0,0,0,0
"Taar7a",0,0,0,0,0,0
"Taar7b",0,0,0,0,0,0
"Taar7d",0,0,0,0,0,0
"Taar7e",0,0,0,0,0,0
"Taar7f",0,0,0,0,0,0
"Taar8a",0,0,0,0,0,0
"Taar8b",0,0,0,0,0,0
"Taar8c",0,0,0,0,0,0
"Taar9",0,0,0,0,0,0
"Tab1",1016,882,996,694,828,684
"Tab2",5515,4970,4709,5328,7024,5102
"Tab3",644,547,613,577,705,570
"Tac1",0,0,0,0,0,0
"Tac2",0,0,0,0,0,0
"Tac4",8,11,6,2,1,5
"Tacc1",4296,3910,4433,3096,4160,3651
"Tacc2",259,254,303,221,261,191
"Tacc3",2862,2355,2976,546,670,711
"Taco1",404,366,405,283,361,307
"Tacr1",0,0,0,0,0,0
"Tacr2",0,0,0,0,0,2
"Tacr3",0,0,2,0,0,0
"Tacstd2",280,234,220,299,391,320
"Tada1",1156,1026,1114,807,1100,887
"Tada2a",314,265,292,143,217,148
"Tada2b",737,599,585,474,608,451
"Tada3",886,883,878,952,1295,977
"Taf1",2830,2374,2723,1939,2781,2209
"Taf10",2717,2469,2367,2145,2762,1943
"Taf11",938,882,864,654,833,723
"Taf12",1004,971,893,889,1031,769
"Taf13",497,484,534,401,546,434
"Taf15",3738,3311,3091,2509,3713,2512
"Taf1a",329,294,266,253,347,232
"Taf1b",507,465,412,344,510,384
"Taf1c",596,591,563,592,727,509
"Taf1d",1262,1100,1045,777,1037,713
"Taf2",1911,1670,1666,1323,1735,1409
"Taf3",747,651,730,509,656,531
"Taf4a",1737,1574,1553,1302,1714,1369
"Taf4b",178,180,215,146,190,149
"Taf5",396,336,368,208,226,213
"Taf5l",1035,972,888,650,961,675
"Taf6",1767,1613,1733,1240,1636,1351
"Taf6l",429,392,369,339,461,315
"Taf7",503,432,389,361,438,331
"Taf7l",0,0,0,0,0,0
"Taf8",1214,1133,1146,1103,1400,1096
"Taf9",1006,922,908,624,811,603
"Taf9b",270,238,249,288,378,256
"Tagap",1248,1079,1008,743,1028,773
"Tagap1",578,493,527,378,462,323
"Tagln",174,162,132,121,172,130
"Tagln2",25258,23706,26400,22609,30674,23642
"Tagln3",2,1,8,8,8,7
"Tal1",868,924,880,832,1322,770
"Tal2",48,36,30,12,14,18
"Taldo1",19355,17916,17804,16605,20395,15613
"Tamm41",335,284,363,212,247,224
"Tanc1",314,310,283,374,595,320
"Tanc2",175,189,136,355,537,259
"Tango2",753,688,754,621,794,672
"Tango6",238,183,184,165,212,130
"Tank",2662,2347,2668,2714,3783,3163
"Taok1",3734,3291,3215,3448,5070,3695
"Taok2",3870,3653,3731,3159,4349,3452
"Taok3",5533,5129,5160,4807,6341,4909
"Tap1",3907,3724,3804,4859,6434,4363
"Tap2",5066,4724,4879,4864,6488,4919
"Tapbp",9422,8486,9081,10914,14216,11795
"Tapbpl",1210,1058,1093,1634,2296,1800
"Tapt1",1536,1347,1187,1262,1519,1184
"Tarbp2",888,793,843,806,1085,714
"Tardbp",8349,7263,7410,4884,6521,4974
"Tarm1",8692,8097,5383,9392,13341,4770
"Tars",2958,2601,2643,1458,1937,1386
"Tars2",1363,1158,1179,960,1302,937
"Tarsl2",260,272,327,123,144,124
"Tas1r1",14,23,10,11,18,10
"Tas1r2",0,0,2,1,0,1
"Tas1r3",77,57,49,81,126,75
"Tas2r102",0,0,0,0,0,0
"Tas2r103",0,0,0,0,0,0
"Tas2r104",0,0,0,0,0,0
"Tas2r105",0,0,0,0,0,0
"Tas2r106",0,0,0,0,0,0
"Tas2r107",0,0,0,0,0,0
"Tas2r108",1,0,1,0,0,0
"Tas2r109",0,0,0,0,0,0
"Tas2r110",0,0,0,0,0,0
"Tas2r113",0,0,0,0,0,0
"Tas2r114",0,0,0,0,0,0
"Tas2r115",0,0,0,0,0,0
"Tas2r116",0,0,0,0,0,0
"Tas2r117",0,0,0,0,0,0
"Tas2r118",0,0,0,0,0,0
"Tas2r119",0,0,0,0,0,0
"Tas2r120",0,0,0,0,0,0
"Tas2r121",0,0,0,0,0,0
"Tas2r122",0,0,0,0,0,0
"Tas2r123",0,0,0,0,0,0
"Tas2r124",0,0,0,0,0,0
"Tas2r125",0,0,0,0,0,0
"Tas2r126",0,0,0,0,0,0
"Tas2r129",0,0,0,0,0,0
"Tas2r130",0,0,0,0,0,0
"Tas2r131",0,0,0,0,0,0
"Tas2r134",0,0,0,0,0,0
"Tas2r135",1,3,2,2,3,1
"Tas2r136",0,0,0,0,0,0
"Tas2r137",1,0,0,1,0,1
"Tas2r138",0,0,0,0,0,0
"Tas2r139",0,0,0,0,0,0
"Tas2r140",0,0,0,0,0,0
"Tas2r143",2,4,0,2,1,0
"Tas2r144",0,0,0,0,0,0
"Tasp1",179,172,156,111,150,121
"Tat",0,0,0,0,0,0
"Tatdn1",174,187,160,179,246,175
